name,role,image,id,character_name,film_id
james cameron,director,https://resizing.flixster.com/i036xg9oy44ezyy7y9xrqqwo_po=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/263_v9_bb.jpg,982b324a-3cee-4f07-90f2-2e5b38bc4497,,b09e753b-4c2f-4819-bc6b-cf79983a265d
zoe saldana,actor,https://resizing.flixster.com/b76lafvwuzbvo4idxzxr_hgxjmi=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/194024_v9_bb.jpg,20061026-36bd-477e-87a5-2400927c9943,neytiri,b09e753b-4c2f-4819-bc6b-cf79983a265d
sigourney weaver,actor,https://resizing.flixster.com/ao360yszngp0disstv-jm_pef04=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/1898_v9_bc.jpg,65d834df-2052-49ea-9f78-bf90d882d469,grace augustine,b09e753b-4c2f-4819-bc6b-cf79983a265d
sam worthington,actor,https://resizing.flixster.com/h-fzifgg_vemkcvldv-s2cghuju=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/218027_v9_bc.jpg,0415e0b5-c11a-4354-a5c8-b1a4bdbe33cc,jake sully,b09e753b-4c2f-4819-bc6b-cf79983a265d
michelle rodriguez,actor,https://resizing.flixster.com/f5xutpztk1cj5hv2nfxsn2jyeuy=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/219616_v9_ba.jpg,6a080a48-94aa-4363-9ec2-8a0438d398f6,trudy chacone,b09e753b-4c2f-4819-bc6b-cf79983a265d
stephen lang,actor,https://resizing.flixster.com/qlixnkq5ip5gnazn18jqzjb3zvq=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/73978_v9_bc.jpg,f6a235ea-df7a-44ee-8ec1-69b25d1e737c,col. miles quaritch,b09e753b-4c2f-4819-bc6b-cf79983a265d
anthony russo,director,https://resizing.flixster.com/j-qlpe_wylzovkwvaonsrzeuw1w=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/303030_v9_bc.jpg,93b7dd11-8408-4213-b5e6-044e39f0d5dc,,51c85b31-7aac-45a5-9fe9-b0ce6d0a55e8
joe russo,director,https://resizing.flixster.com/rbpt-pqfongjsleaifbnlhpe2mw=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/303029_v9_bb.jpg,e2d599de-3e33-4264-81f0-0c6f2c70831e,,51c85b31-7aac-45a5-9fe9-b0ce6d0a55e8
robert downey jr.,actor,https://resizing.flixster.com/5kz793p_24a7q6zkn4b201l8uzo=/100x120/v2/https://resizing.flixster.com/oopw6fxll1dvzxrle73jckdtzpc=/ems.chjklwvtcy1hc3nldhmvy2vszwjyaxrpzxmvytuxyzhlntctmzg2os00ywjjlwewymetowy1zje0njg2zwvllmpwzw==,4027e786-3f2e-4e9c-9992-b7e2a7f65c7d,tony stark,51c85b31-7aac-45a5-9fe9-b0ce6d0a55e8
chris evans,actor,https://resizing.flixster.com/m1w5hue3oz48uiccprrd9sdp-8e=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/173489_v9_bc.jpg,4986069c-e2f9-466f-b34d-749822e7b075,steve rogers,51c85b31-7aac-45a5-9fe9-b0ce6d0a55e8
mark ruffalo,actor,https://resizing.flixster.com/grma4rdu0rt2-oaba8sx5dvkv50=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/43389_v9_bd.jpg,c1a951b1-caaa-4fbd-b86a-8c39c1f37b62,bruce banner,51c85b31-7aac-45a5-9fe9-b0ce6d0a55e8
chris hemsworth,actor,https://resizing.flixster.com/t1zuvl4ejfrsxczdqxbqo4fpyhy=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/528854_v9_bb.jpg,3ed5e72a-9fae-42a5-b807-368eb5054ca9,thor,51c85b31-7aac-45a5-9fe9-b0ce6d0a55e8
sam worthington,actor,https://resizing.flixster.com/h-fzifgg_vemkcvldv-s2cghuju=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/218027_v9_bc.jpg,4b19a98d-d3de-415d-b011-68ab9eaf2e2a,jake,844034d4-53c3-4c36-9f56-10b5c6a70976
james cameron,director,https://resizing.flixster.com/i036xg9oy44ezyy7y9xrqqwo_po=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/263_v9_bb.jpg,b1e55456-74ca-4fd3-89fe-1a084ec218f4,,844034d4-53c3-4c36-9f56-10b5c6a70976
sigourney weaver,actor,https://resizing.flixster.com/ao360yszngp0disstv-jm_pef04=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/1898_v9_bc.jpg,fb86a44b-605a-458b-ae54-628ccfe6f5f3,kiri,844034d4-53c3-4c36-9f56-10b5c6a70976
stephen lang,actor,https://resizing.flixster.com/qlixnkq5ip5gnazn18jqzjb3zvq=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/73978_v9_bc.jpg,4435ea50-ac3e-4471-a41b-0b7fe7c80aa7,quaritch,844034d4-53c3-4c36-9f56-10b5c6a70976
cliff curtis,actor,https://resizing.flixster.com/h-fadiatim68eyxi27cyf4eo-ts=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/151910_v9_bc.jpg,897bd9af-e6bf-4351-9303-c02c4ca980b6,tonowari,844034d4-53c3-4c36-9f56-10b5c6a70976
zoe saldana,actor,https://resizing.flixster.com/b76lafvwuzbvo4idxzxr_hgxjmi=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/194024_v9_bb.jpg,db7b045b-a4c2-4aeb-8b45-163e6982bb09,neytiri,844034d4-53c3-4c36-9f56-10b5c6a70976
leonardo dicaprio,actor,https://resizing.flixster.com/n2i3akk7l5zxnynmdoqhda6dmlu=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/435_v9_bc.jpg,8ea64eda-2a1a-4a13-b6ee-4897d5d8e96c,jack dawson,f1d890a3-31d9-47ce-97ff-86fbb5e6e6ed
kate winslet,actor,https://resizing.flixster.com/ryeu5a_mcae9fnlslphi7weulxe=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/70811_v9_bb.jpg,f2999662-b12a-47e8-bf72-d2836f57ac8e,rose dewitt bukater,f1d890a3-31d9-47ce-97ff-86fbb5e6e6ed
kathy bates,actor,https://resizing.flixster.com/obqootnqadn__kpsosshsrt50jy=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/106_v9_bb.jpg,3b958c48-5ee4-4369-9c9a-520c3ff53890,the unsinkable molly brown,f1d890a3-31d9-47ce-97ff-86fbb5e6e6ed
frances fisher,actor,https://resizing.flixster.com/iknp1fd2woljna4h59evjuq3yvg=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/73302_v9_bc.jpg,7f460945-e2c1-485b-bf08-9340b6cfbebb,ruth dewitt bukater,f1d890a3-31d9-47ce-97ff-86fbb5e6e6ed
james cameron,director,https://resizing.flixster.com/i036xg9oy44ezyy7y9xrqqwo_po=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/263_v9_bb.jpg,973c9644-48e6-4725-9de5-8c948d54f695,,f1d890a3-31d9-47ce-97ff-86fbb5e6e6ed
billy zane,actor,https://resizing.flixster.com/x_8cpx7yxficua7e6eohh2wzar0=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/8507_v9_bc.jpg,6dcb0a48-0070-4e87-aec6-e593fc74de1c,caledon 'cal' hockley,f1d890a3-31d9-47ce-97ff-86fbb5e6e6ed
j.j. abrams,director,https://resizing.flixster.com/8xnhywexm93-gphldhe1zr691js=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/189510_v9_bd.jpg,046122fe-4a19-40dc-b827-66f2188d6239,,d9fa0044-8228-48ee-872e-faef5faa2f8b
harrison ford,actor,https://resizing.flixster.com/i0ur3bl44sdoknpipejenc3jr80=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/25704_v9_bc.jpg,df32998a-d689-41d1-bc08-29963818588b,han solo,d9fa0044-8228-48ee-872e-faef5faa2f8b
mark hamill,actor,https://resizing.flixster.com/66rbh3rjdy0ui-adizydtpvqyi4=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/73414_v9_bc.jpg,63fe9748-b9b5-4f5e-b0d9-f6f8af52e0f6,luke skywalker,d9fa0044-8228-48ee-872e-faef5faa2f8b
daisy ridley,actor,https://resizing.flixster.com/crkrbgjf_euv3b5zs1nsh6a6kl8=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/802908_v9_bd.jpg,7f79c36d-48d9-4af9-97f8-2603a40ccf54,rey,d9fa0044-8228-48ee-872e-faef5faa2f8b
carrie fisher,actor,https://resizing.flixster.com/auqhgibgnvxriqi3c2yispq2aqk=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/554_v9_bb.jpg,d763f662-3be5-4165-a7c6-3b96d06b92fb,leia,d9fa0044-8228-48ee-872e-faef5faa2f8b
adam driver,actor,https://resizing.flixster.com/3vac7sd1_mi5lpxpxi4a7erkw8y=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/548491_v9_bb.jpg,8260b5a6-cfa0-4f67-938b-a269bcdc0a9a,kylo ren,d9fa0044-8228-48ee-872e-faef5faa2f8b
chris hemsworth,actor,https://resizing.flixster.com/t1zuvl4ejfrsxczdqxbqo4fpyhy=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/528854_v9_bb.jpg,d8113168-c6e8-4a4c-a6ac-7e706a74bb3f,thor,2d3e5d5d-325b-4b5f-a80e-75745b16d69a
josh brolin,actor,https://resizing.flixster.com/xmhxrgtvawsrykll4w6hci9jlb0=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/74371_v9_bd.jpg,000e3927-0448-45e5-a093-7f6775a1fe2a,thanos,2d3e5d5d-325b-4b5f-a80e-75745b16d69a
joe russo,director,https://resizing.flixster.com/rbpt-pqfongjsleaifbnlhpe2mw=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/303029_v9_bb.jpg,17a27ecb-388d-4989-a0c2-6eb4f812d27a,,2d3e5d5d-325b-4b5f-a80e-75745b16d69a
anthony russo,director,https://resizing.flixster.com/j-qlpe_wylzovkwvaonsrzeuw1w=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/303030_v9_bc.jpg,784defc3-9c44-4720-b3e3-d6a511ec93fc,,2d3e5d5d-325b-4b5f-a80e-75745b16d69a
chadwick boseman,actor,https://resizing.flixster.com/rnn-lu2n0mqjek_6dlgngpzqsbm=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/492157_v9_bd.jpg,78d78b21-7979-4970-9e73-aa5c09e44c94,t'challa,2d3e5d5d-325b-4b5f-a80e-75745b16d69a
robert downey jr.,actor,https://resizing.flixster.com/5kz793p_24a7q6zkn4b201l8uzo=/100x120/v2/https://resizing.flixster.com/oopw6fxll1dvzxrle73jckdtzpc=/ems.chjklwvtcy1hc3nldhmvy2vszwjyaxrpzxmvytuxyzhlntctmzg2os00ywjjlwewymetowy1zje0njg2zwvllmpwzw==,01ccfb43-36e0-47ed-9b6a-def0d5a996c3,tony stark,2d3e5d5d-325b-4b5f-a80e-75745b16d69a
phyllis smith,actor,https://resizing.flixster.com/xn-henexfsqwucrhkdkfqqc5ucm=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/316141_v9_ba.jpg,5735e031-0626-478c-9a93-16374a53b105,sadness,0bc904a5-260f-471b-b7a3-504378a97c95
lilimar,actor,https://resizing.flixster.com/0h7j8hu4ajtw0cow-5r6qxeuptw=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/842276_v9_bb.jpg,6c273641-d2d4-4caa-9dc7-712b19bac4d7,valentina,0bc904a5-260f-471b-b7a3-504378a97c95
maya hawke,actor,https://resizing.flixster.com/-jm45gqstubiej23buth_obfdzo=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/1268382_v9_ba.jpg,59477df5-5dcd-4d2e-970c-ca0f112a65d5,anxiety,0bc904a5-260f-471b-b7a3-504378a97c95
kensington tallman,actor,https://images.fandango.com/cms/assets/b0cefeb0-b6a8-11ed-81d8-51a487a38835--poster-default-thumbnail.jpg,2f24ef04-d320-4f63-b6ff-4402dbf1cb61,riley,0bc904a5-260f-471b-b7a3-504378a97c95
amy poehler,actor,https://resizing.flixster.com/izgv5tssjqawkx0-6kcsz1wxb4u=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/242722_v9_bc.jpg,ca307049-bb23-4dc2-ad8e-ab7e97d26336,joy,0bc904a5-260f-471b-b7a3-504378a97c95
kelsey mann,director,https://images.fandango.com/cms/assets/b0cefeb0-b6a8-11ed-81d8-51a487a38835--poster-default-thumbnail.jpg,dc00a966-8435-45c3-8b74-99ae1ae72c03,,0bc904a5-260f-471b-b7a3-504378a97c95
ty simpkins,actor,https://resizing.flixster.com/tftwpp4csbeopos1pe7unq2embi=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/493673_v9_bd.jpg,a42d71e9-4d63-445c-9213-42ec02ec8733,gray,eb24c782-844d-49e2-8f35-82ce53b8fe21
vincent d'onofrio,actor,https://resizing.flixster.com/mkfsinubrom8lx2oht7jftbpccu=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/64804_v9_bb.jpg,ec6c4d6b-1f4a-4ad3-a6cc-e80113e643e7,hoskins,eb24c782-844d-49e2-8f35-82ce53b8fe21
chris pratt,actor,https://resizing.flixster.com/q9mmzrffeggplvah261zvmsyrzk=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/249381_v9_bc.jpg,6f3f5705-2e23-4676-a289-c44524a13967,owen,eb24c782-844d-49e2-8f35-82ce53b8fe21
bryce dallas howard,actor,https://resizing.flixster.com/5ukrkatptlslffieriexfdv5q2c=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/308538_v9_bc.jpg,26edfb1a-e0ab-4494-a3b3-10f5db0b84f7,claire,eb24c782-844d-49e2-8f35-82ce53b8fe21
irrfan khan,actor,https://resizing.flixster.com/kigph658w5-rsdltmnehsnj5mik=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/297976_v9_bc.jpg,3c4de689-0369-4e55-9c43-10c34848635f,masrani,eb24c782-844d-49e2-8f35-82ce53b8fe21
colin trevorrow,director,https://resizing.flixster.com/gdo4qwerkco1ya4fskbjy3f2xgm=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/657037_v9_bb.jpg,ef550977-d7c3-45ed-8336-2fd816d64da4,,eb24c782-844d-49e2-8f35-82ce53b8fe21
james earl jones,actor,https://resizing.flixster.com/rziyyjt_wjzpz2jzzi6h65ynlac=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/864_v9_ba.jpg,1f6cb849-12bf-4ae3-9fb3-e38c0a8ba8b1,king mufasa the lion,f67b1855-aa9f-44d4-a66b-dc21df6b4611
madge sinclair,actor,https://resizing.flixster.com/4cqftuezbaxuu7t7jkuotaga3ic=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/41449_v9_ba.jpg,95b3048f-9b97-4af0-b17c-8b715d4354e3,queen sarabi the lioness,f67b1855-aa9f-44d4-a66b-dc21df6b4611
matthew broderick,actor,https://resizing.flixster.com/__2f9x4ij749krnov2205swzfeo=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/44373_v9_bc.jpg,e2f407f9-71b2-44c2-86b1-cbe89a06e933,adult simba the lion,f67b1855-aa9f-44d4-a66b-dc21df6b4611
rob minkoff,director,https://resizing.flixster.com/xkbwkohkioxcbxky3lydse-icqm=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/161246_v9_bb.jpg,3728898d-4f47-4723-bafa-992989214aba,,f67b1855-aa9f-44d4-a66b-dc21df6b4611
roger allers,director,https://resizing.flixster.com/vmawhgcneponzqdhrdurwsukuza=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/161245_v9_ba.jpg,e35ad844-55e8-4c3f-8ce4-34c7333d7533,,f67b1855-aa9f-44d4-a66b-dc21df6b4611
jeremy irons,actor,https://resizing.flixster.com/tbadijpatbrvugjgbjothsye86k=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/78702_v9_bd.jpg,2c50f833-acd2-4532-a027-82b77cf400c0,scar the lion,f67b1855-aa9f-44d4-a66b-dc21df6b4611
adele mara,actor,https://resizing.flixster.com/mxefehm9yvsejypycw4syxrruis=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/228330_v9_ba.jpg,de2092ac-6e4a-41d0-b6d1-78519cae41e1,maria moreno,08aba6c6-96d5-4655-af03-3d5a035d7d68
john carroll,actor,https://resizing.flixster.com/e770dyurc3lj_ep9ddpyhownrp0=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/87143_v9_bb.jpg,803cd8ad-82c4-482a-9db6-f592631ceca6,don careless,08aba6c6-96d5-4655-af03-3d5a035d7d68
john h. auer,director,https://images.fandango.com/cms/assets/b0cefeb0-b6a8-11ed-81d8-51a487a38835--poster-default-thumbnail.jpg,d73380fc-36d2-45bd-a246-57d1f2307ce5,,08aba6c6-96d5-4655-af03-3d5a035d7d68
roberto airaldi,actor,https://images.fandango.com/cms/assets/b0cefeb0-b6a8-11ed-81d8-51a487a38835--poster-default-thumbnail.jpg,38b1a723-f29f-48b7-8bf9-d59a0554345f,col. luis corral,08aba6c6-96d5-4655-af03-3d5a035d7d68
jorge villoldo,actor,https://images.fandango.com/cms/assets/b0cefeb0-b6a8-11ed-81d8-51a487a38835--poster-default-thumbnail.jpg,b1aa2a3c-4a40-4f31-9430-5b6ada3db314,don rafael moreno,08aba6c6-96d5-4655-af03-3d5a035d7d68
mona maris,actor,https://resizing.flixster.com/n8njbet-l-5in4try8b8cjca3vy=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/111162_v9_ba.jpg,f1e2a2a8-7d0b-4341-bc40-9d9c2107e197,yvonne,08aba6c6-96d5-4655-af03-3d5a035d7d68
michelle rodriguez,actor,https://resizing.flixster.com/f5xutpztk1cj5hv2nfxsn2jyeuy=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/219616_v9_ba.jpg,826b0202-a340-4b5c-9793-509d9dc635a1,letty ortiz,d2326dc5-d617-4f99-b0b0-bdeba8c50b9f
tyrese gibson,actor,https://resizing.flixster.com/okiosrta1zyuipc2tv_zs8rfirg=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/200301_v9_bc.jpg,454e853e-2cfa-4ca2-b1a7-23db40b53da2,roman pearce,d2326dc5-d617-4f99-b0b0-bdeba8c50b9f
james wan,director,https://resizing.flixster.com/xx02_ts6iphxpzemhfbebwrjjig=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/312981_v9_bb.jpg,249f0181-eebd-473c-be6e-dcd313d48a62,,d2326dc5-d617-4f99-b0b0-bdeba8c50b9f
dwayne johnson,actor,https://resizing.flixster.com/ofqq6ndzvvpmixgqfmudftr5ua4=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/235135_v9_bc.jpg,6006a5f1-9380-48e0-8f58-1cc643ca3ded,luke hobbs,d2326dc5-d617-4f99-b0b0-bdeba8c50b9f
paul walker,actor,https://resizing.flixster.com/chf31q1hnnhyptkba4g05tirq-e=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/77718_v9_ba.jpg,af6e3a88-f231-45ee-b0c1-45a22803ab53,brian o'conner,d2326dc5-d617-4f99-b0b0-bdeba8c50b9f
vin diesel,actor,https://resizing.flixster.com/u3vova9spaacrhkmejaoxlqop74=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/79719_v9_bc.jpg,2dfd00fe-1449-46fa-b948-eba5ac430cd8,dom toretto,d2326dc5-d617-4f99-b0b0-bdeba8c50b9f
glen powell,actor,https://resizing.flixster.com/etkjgagwipk7ikrxqqg_av2w2ay=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/688137_v9_bb.jpg,0e0d7a73-98d5-4e62-97bf-549033c0e610,"lt. jake ""hangman"" seresin",b34e6253-5f5f-4286-a646-3a75144cc3f8
joseph kosinski,director,https://resizing.flixster.com/ea85mpkgzcuj0o8bvou8e6ca-3u=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/562532_v9_bb.jpg,6067f87c-78b9-4ac3-bc25-4ee62cee7d5e,,b34e6253-5f5f-4286-a646-3a75144cc3f8
tom cruise,actor,https://resizing.flixster.com/lukzr_b6ytsv91mhqnshzlfdqmo=/100x120/v2/https://resizing.flixster.com/vpi-xtsdbvad3lghj9amfwnzxno=/ems.chjklwvtcy1hc3nldhmvy2vszwjyaxrpzxmvmmyxodg5mzmtode3ms00zti2lthmymytzgvmmze4mmi3mjrilmpwzw==,2adf9d94-080e-4f2e-be37-3cdc7c92770d,"capt. pete ""maverick"" mitchell",b34e6253-5f5f-4286-a646-3a75144cc3f8
miles teller,actor,https://resizing.flixster.com/bw19yeafpymim40tv7ojyedf1ia=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/542782_v9_bd.jpg,fff8eca6-38d5-4588-a46e-ee47db0673aa,"lt. bradley ""rooster"" bradshaw",b34e6253-5f5f-4286-a646-3a75144cc3f8
jennifer connelly,actor,https://resizing.flixster.com/zhg3udrtrc0gkituh2tdiavngmi=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/350_v9_bb.jpg,bd926277-f310-40f5-a31b-ab2b6ad86fca,penny benjamin,b34e6253-5f5f-4286-a646-3a75144cc3f8
jon hamm,actor,https://resizing.flixster.com/kyi21cq2vg2b6pkna3n7pquruam=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/217907_v9_bc.jpg,d1987720-48a3-4e22-88e9-76d25a261750,"adm. beau ""cyclone"" simpson",b34e6253-5f5f-4286-a646-3a75144cc3f8
jonathan groff,actor,https://resizing.flixster.com/tzys9ftm4mwhvpeijzcakwd3lcc=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/664480_v9_bc.jpg,13759499-0f35-4b01-8d08-48c6a29dbffa,kristoff,c2241786-0bf3-4bc9-b96b-82a80be3c0d9
jennifer lee,director,https://resizing.flixster.com/o0m6uo537wtq2sxjhbba4pb4we4=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/687107_v9_bb.jpg,7e96b5fc-f13f-44bf-9b7b-e65f024f57c7,,c2241786-0bf3-4bc9-b96b-82a80be3c0d9
kristen bell,actor,https://resizing.flixster.com/m2mwg8ifvbmuvxof5uc3tthdzle=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/267864_v9_bb.jpg,c6f79d67-f707-44c0-9ef1-07c80bdd5041,anna,c2241786-0bf3-4bc9-b96b-82a80be3c0d9
idina menzel,actor,https://resizing.flixster.com/8lh7uiw1zlr9ppe035qr7h5zvwq=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/317808_v9_bb.jpg,202ff98d-d133-4e69-838d-c4d19072c9d6,elsa,c2241786-0bf3-4bc9-b96b-82a80be3c0d9
josh gad,actor,https://resizing.flixster.com/7r6frwaj47z1-d0tkzo2mnookd8=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/259104_v9_bb.jpg,ea7574b1-a38c-48c9-87d2-b55ddba9392c,olaf,c2241786-0bf3-4bc9-b96b-82a80be3c0d9
chris buck,director,https://resizing.flixster.com/xywdx7lqlxekjmevfm7knyxilys=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/169865_v9_bb.jpg,4cd98571-369a-4274-b53d-9214216ec3de,,c2241786-0bf3-4bc9-b96b-82a80be3c0d9
greta gerwig,director,https://resizing.flixster.com/fevipnmuqg1ov042xbmf6dwjsjc=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/505975_v9_bc.jpg,c9375d4a-a0c0-4d15-b294-44e7411d9132,,8f3abd86-f7e3-42bd-9f36-3948393389ff
america ferrera,actor,https://resizing.flixster.com/scw2li4sfmhqqnqq_lt8eeuymk4=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/248044_v9_bb.jpg,4fd90c29-3a19-4f1c-ab62-970fff217834,gloria,8f3abd86-f7e3-42bd-9f36-3948393389ff
ryan gosling,actor,https://resizing.flixster.com/qwf7khuuqloppnsfqa3aoe_ikte=/100x120/v2/https://resizing.flixster.com/-xzafhzm39uwagjifwkae8fs0ak=/v3/t/assets/157012_v9_bc.jpg,0a055773-a7de-4dbc-a8ac-c81f4da289cf,ken,8f3abd86-f7e3-42bd-9f36-3948393389ff
margot robbie,actor,https://resizing.flixster.com/vtaq7n3hfz-aluxrppeldvhbalk=/100x120/v2/https://resizing.flixster.com/ztrdvixlwlp2svm2xayloptyzuu=/ems.chjklwvtcy1hc3nldhmvy2vszwjyaxrpzxmvogvkowu0mtytmzayms00nwywltk4ntutngrkmjlhmwqwmdzmlmpwzw==,36d17234-7ea4-4db8-8695-a94d985cd1d0,barbie,8f3abd86-f7e3-42bd-9f36-3948393389ff
